REF_AREA,Reference_area,Frequency of observation,Measure,Unit_of_measure,INSURANCE_TYPE,Insurance_types,TIME_PERIOD,OBS_VALUE,OBS_STATUS,Observation status,UNIT_MULT,Unit multiplier
CHE,Switzerland,Annual,Health insurance coverage,Percentage of population,PHINTPHI,Total voluntary health insurance,2007,29.5,A,Normal value,0,Units
CHE,Switzerland,Annual,Health insurance coverage,Percentage of population,PHINTPHI,Total voluntary health insurance,2012,27.9,A,Normal value,0,Units
CHE,Switzerland,Annual,Health insurance coverage,Percentage of population,PHINTPHI,Total voluntary health insurance,2017,28.5,A,Normal value,0,Units
CHE,Switzerland,Annual,Health insurance coverage,Percentage of population,PHINTPHI,Total voluntary health insurance,2022,28.1,A,Normal value,0,Units
TUR,Turkey,Annual,Health insurance coverage,Percentage of population,PHINTPHI,Total voluntary health insurance,1995,0.2,A,Normal value,0,Units
TUR,Turkey,Annual,Health insurance coverage,Percentage of population,PHINTPHI,Total voluntary health insurance,1996,0.3,A,Normal value,0,Units
TUR,Turkey,Annual,Health insurance coverage,Percentage of population,PHINTPHI,Total voluntary health insurance,1997,0.4,A,Normal value,0,Units
TUR,Turkey,Annual,Health insurance coverage,Percentage of population,PHINTPHI,Total voluntary health insurance,1998,1.1,A,Normal value,0,Units
TUR,Turkey,Annual,Health insurance coverage,Percentage of population,PHINTPHI,Total voluntary health insurance,1999,1.3,A,Normal value,0,Units
TUR,Turkey,Annual,Health insurance coverage,Percentage of population,PHINTPHI,Total voluntary health insurance,2000,1,A,Normal value,0,Units
TUR,Turkey,Annual,Health insurance coverage,Percentage of population,PHINTPHI,Total voluntary health insurance,2001,1,A,Normal value,0,Units
TUR,Turkey,Annual,Health insurance coverage,Percentage of population,PHINTPHI,Total voluntary health insurance,2002,1,A,Normal value,0,Units
TUR,Turkey,Annual,Health insurance coverage,Percentage of population,PHINTPHI,Total voluntary health insurance,2003,1,A,Normal value,0,Units
TUR,Turkey,Annual,Health insurance coverage,Percentage of population,PHINTPHI,Total voluntary health insurance,2004,1.2,A,Normal value,0,Units
TUR,Turkey,Annual,Health insurance coverage,Percentage of population,PHINTPHI,Total voluntary health insurance,2005,1.4,A,Normal value,0,Units
TUR,Turkey,Annual,Health insurance coverage,Percentage of population,PHINTPHI,Total voluntary health insurance,2006,1.8,A,Normal value,0,Units
TUR,Turkey,Annual,Health insurance coverage,Percentage of population,PHINTPHI,Total voluntary health insurance,2007,2.5,A,Normal value,0,Units
TUR,Turkey,Annual,Health insurance coverage,Percentage of population,PHINTPHI,Total voluntary health insurance,2008,3.1,A,Normal value,0,Units
TUR,Turkey,Annual,Health insurance coverage,Percentage of population,PHINTPHI,Total voluntary health insurance,2009,2.5,A,Normal value,0,Units
TUR,Turkey,Annual,Health insurance coverage,Percentage of population,PHINTPHI,Total voluntary health insurance,2010,2.8,A,Normal value,0,Units
TUR,Turkey,Annual,Health insurance coverage,Percentage of population,PHINTPHI,Total voluntary health insurance,2011,4.6,A,Normal value,0,Units
TUR,Turkey,Annual,Health insurance coverage,Percentage of population,PHINTPHI,Total voluntary health insurance,2012,5.5,A,Normal value,0,Units
TUR,Turkey,Annual,Health insurance coverage,Percentage of population,PHINTPHI,Total voluntary health insurance,2013,5.6,A,Normal value,0,Units
TUR,Turkey,Annual,Health insurance coverage,Percentage of population,PHINTPHI,Total voluntary health insurance,2014,5.8,A,Normal value,0,Units
TUR,Turkey,Annual,Health insurance coverage,Percentage of population,PHINTPHI,Total voluntary health insurance,2015,5.4,A,Normal value,0,Units
TUR,Turkey,Annual,Health insurance coverage,Percentage of population,PHINTPHI,Total voluntary health insurance,2016,7.6,A,Normal value,0,Units
TUR,Turkey,Annual,Health insurance coverage,Percentage of population,PHINTPHI,Total voluntary health insurance,2017,6.7,A,Normal value,0,Units
TUR,Turkey,Annual,Health insurance coverage,Percentage of population,PHINTPHI,Total voluntary health insurance,2018,8.3,A,Normal value,0,Units
TUR,Turkey,Annual,Health insurance coverage,Percentage of population,PHINTPHI,Total voluntary health insurance,2019,9,A,Normal value,0,Units
TUR,Turkey,Annual,Health insurance coverage,Percentage of population,PHINTPHI,Total voluntary health insurance,2020,7.6,A,Normal value,0,Units
TUR,Turkey,Annual,Health insurance coverage,Percentage of population,PHINTPHI,Total voluntary health insurance,2021,9.5,A,Normal value,0,Units
TUR,Turkey,Annual,Health insurance coverage,Percentage of population,PHINTPHI,Total voluntary health insurance,2022,12.1,A,Normal value,0,Units
GBR,United Kingdom,Annual,Health insurance coverage,Percentage of population,PHINTPHI,Total voluntary health insurance,1995,11.9,A,Normal value,0,Units
GBR,United Kingdom,Annual,Health insurance coverage,Percentage of population,PHINTPHI,Total voluntary health insurance,1996,12.1,A,Normal value,0,Units
GBR,United Kingdom,Annual,Health insurance coverage,Percentage of population,PHINTPHI,Total voluntary health insurance,1997,12.2,A,Normal value,0,Units
GBR,United Kingdom,Annual,Health insurance coverage,Percentage of population,PHINTPHI,Total voluntary health insurance,1998,12.4,A,Normal value,0,Units
GBR,United Kingdom,Annual,Health insurance coverage,Percentage of population,PHINTPHI,Total voluntary health insurance,1999,12.2,A,Normal value,0,Units
GBR,United Kingdom,Annual,Health insurance coverage,Percentage of population,PHINTPHI,Total voluntary health insurance,2000,12.8,A,Normal value,0,Units
GBR,United Kingdom,Annual,Health insurance coverage,Percentage of population,PHINTPHI,Total voluntary health insurance,2001,12.6,A,Normal value,0,Units
GBR,United Kingdom,Annual,Health insurance coverage,Percentage of population,PHINTPHI,Total voluntary health insurance,2002,12.8,A,Normal value,0,Units
GBR,United Kingdom,Annual,Health insurance coverage,Percentage of population,PHINTPHI,Total voluntary health insurance,2003,12.7,A,Normal value,0,Units
GBR,United Kingdom,Annual,Health insurance coverage,Percentage of population,PHINTPHI,Total voluntary health insurance,2004,12.6,A,Normal value,0,Units
GBR,United Kingdom,Annual,Health insurance coverage,Percentage of population,PHINTPHI,Total voluntary health insurance,2005,12.4,A,Normal value,0,Units
GBR,United Kingdom,Annual,Health insurance coverage,Percentage of population,PHINTPHI,Total voluntary health insurance,2006,12.2,A,Normal value,0,Units
GBR,United Kingdom,Annual,Health insurance coverage,Percentage of population,PHINTPHI,Total voluntary health insurance,2007,12.4,A,Normal value,0,Units
GBR,United Kingdom,Annual,Health insurance coverage,Percentage of population,PHINTPHI,Total voluntary health insurance,2008,12.3,A,Normal value,0,Units
GBR,United Kingdom,Annual,Health insurance coverage,Percentage of population,PHINTPHI,Total voluntary health insurance,2009,11.7,A,Normal value,0,Units
GBR,United Kingdom,Annual,Health insurance coverage,Percentage of population,PHINTPHI,Total voluntary health insurance,2010,11.2,A,Normal value,0,Units
GBR,United Kingdom,Annual,Health insurance coverage,Percentage of population,PHINTPHI,Total voluntary health insurance,2011,10.9,A,Normal value,0,Units
GBR,United Kingdom,Annual,Health insurance coverage,Percentage of population,PHINTPHI,Total voluntary health insurance,2012,10.8,A,Normal value,0,Units
GBR,United Kingdom,Annual,Health insurance coverage,Percentage of population,PHINTPHI,Total voluntary health insurance,2013,10.6,A,Normal value,0,Units
GBR,United Kingdom,Annual,Health insurance coverage,Percentage of population,PHINTPHI,Total voluntary health insurance,2014,10.4,A,Normal value,0,Units
GBR,United Kingdom,Annual,Health insurance coverage,Percentage of population,PHINTPHI,Total voluntary health insurance,2015,10.5,A,Normal value,0,Units
GBR,United Kingdom,Annual,Health insurance coverage,Percentage of population,PHINTPHI,Total voluntary health insurance,2016,10.4,A,Normal value,0,Units
GBR,United Kingdom,Annual,Health insurance coverage,Percentage of population,PHINTPHI,Total voluntary health insurance,2017,10.3,A,Normal value,0,Units
GBR,United Kingdom,Annual,Health insurance coverage,Percentage of population,PHINTPHI,Total voluntary health insurance,2018,10.2,A,Normal value,0,Units
GBR,United Kingdom,Annual,Health insurance coverage,Percentage of population,PHINTPHI,Total voluntary health insurance,2019,10.4,A,Normal value,0,Units
GBR,United Kingdom,Annual,Health insurance coverage,Percentage of population,PHINTPHI,Total voluntary health insurance,2020,10.3,A,Normal value,0,Units
GBR,United Kingdom,Annual,Health insurance coverage,Percentage of population,PHINTPHI,Total voluntary health insurance,2021,10.8,A,Normal value,0,Units
GBR,United Kingdom,Annual,Health insurance coverage,Percentage of population,PHINTPHI,Total voluntary health insurance,2022,10.9,E,Estimated value,0,Units
USA,United States,Annual,Health insurance coverage,Percentage of population,PHINTPHI,Total voluntary health insurance,1997,70.5,A,Normal value,0,Units
USA,United States,Annual,Health insurance coverage,Percentage of population,PHINTPHI,Total voluntary health insurance,1998,71.5,A,Normal value,0,Units
USA,United States,Annual,Health insurance coverage,Percentage of population,PHINTPHI,Total voluntary health insurance,1999,71.8,A,Normal value,0,Units
USA,United States,Annual,Health insurance coverage,Percentage of population,PHINTPHI,Total voluntary health insurance,2000,70.7,A,Normal value,0,Units
USA,United States,Annual,Health insurance coverage,Percentage of population,PHINTPHI,Total voluntary health insurance,2001,70.4,A,Normal value,0,Units
USA,United States,Annual,Health insurance coverage,Percentage of population,PHINTPHI,Total voluntary health insurance,2002,68.6,A,Normal value,0,Units
USA,United States,Annual,Health insurance coverage,Percentage of population,PHINTPHI,Total voluntary health insurance,2003,68.2,A,Normal value,0,Units
USA,United States,Annual,Health insurance coverage,Percentage of population,PHINTPHI,Total voluntary health insurance,2004,67.7,A,Normal value,0,Units
USA,United States,Annual,Health insurance coverage,Percentage of population,PHINTPHI,Total voluntary health insurance,2005,67.1,A,Normal value,0,Units
USA,United States,Annual,Health insurance coverage,Percentage of population,PHINTPHI,Total voluntary health insurance,2006,65.2,A,Normal value,0,Units
USA,United States,Annual,Health insurance coverage,Percentage of population,PHINTPHI,Total voluntary health insurance,2007,65.5,A,Normal value,0,Units
USA,United States,Annual,Health insurance coverage,Percentage of population,PHINTPHI,Total voluntary health insurance,2008,64.4,A,Normal value,0,Units
USA,United States,Annual,Health insurance coverage,Percentage of population,PHINTPHI,Total voluntary health insurance,2009,62.3,A,Normal value,0,Units
USA,United States,Annual,Health insurance coverage,Percentage of population,PHINTPHI,Total voluntary health insurance,2010,60.6,A,Normal value,0,Units
USA,United States,Annual,Health insurance coverage,Percentage of population,PHINTPHI,Total voluntary health insurance,2011,60.6,A,Normal value,0,Units
USA,United States,Annual,Health insurance coverage,Percentage of population,PHINTPHI,Total voluntary health insurance,2012,60.3,A,Normal value,0,Units
USA,United States,Annual,Health insurance coverage,Percentage of population,PHINTPHI,Total voluntary health insurance,2013,60.1,A,Normal value,0,Units
USA,United States,Annual,Health insurance coverage,Percentage of population,PHINTPHI,Total voluntary health insurance,2014,61.6,A,Normal value,0,Units
USA,United States,Annual,Health insurance coverage,Percentage of population,PHINTPHI,Total voluntary health insurance,2015,62.9,A,Normal value,0,Units
USA,United States,Annual,Health insurance coverage,Percentage of population,PHINTPHI,Total voluntary health insurance,2016,63,A,Normal value,0,Units
USA,United States,Annual,Health insurance coverage,Percentage of population,PHINTPHI,Total voluntary health insurance,2017,62.9,A,Normal value,0,Units
USA,United States,Annual,Health insurance coverage,Percentage of population,PHINTPHI,Total voluntary health insurance,2018,62.7,A,Normal value,0,Units
USA,United States,Annual,Health insurance coverage,Percentage of population,PHINTPHI,Total voluntary health insurance,2019,62,A,Normal value,0,Units
USA,United States,Annual,Health insurance coverage,Percentage of population,PHINTPHI,Total voluntary health insurance,2020,62,A,Normal value,0,Units
USA,United States,Annual,Health insurance coverage,Percentage of population,PHINTPHI,Total voluntary health insurance,2021,62.4,A,Normal value,0,Units
USA,United States,Annual,Health insurance coverage,Percentage of population,PHINTPHI,Total voluntary health insurance,2022,60.8,A,Normal value,0,Units
